,Model,Fold,label,balanced,metric,on,value
263,NaiveMean,7,Group Size Disparity,False,RMSE,low,0.9076890811825894
264,NaiveMean,7,Group Size Disparity,False,MAPE,all,1.1121991075869442
265,NaiveMean,7,Group Size Disparity,False,MAPE,high,1.2479765785032484
266,NaiveMean,7,Group Size Disparity,False,MAPE,low,0.9785768346216925
267,NaiveMean,7,Group Size Disparity,False,SMAPE,all,1.8991815074419773
268,NaiveMean,7,Group Size Disparity,False,SMAPE,high,2.0
269,NaiveMean,7,Group Size Disparity,False,SMAPE,low,1.7999633084166218
270,NaiveMean,8,Group Size Disparity,False,MAE,all,0.8129312042303969
271,NaiveMean,8,Group Size Disparity,False,MAE,high,0.8719853325759376
272,NaiveMean,8,Group Size Disparity,False,MAE,low,0.7580911602605267
273,NaiveMean,8,Group Size Disparity,False,MSE,all,1.0244256627166324
274,NaiveMean,8,Group Size Disparity,False,MSE,high,1.2554178298222598
275,NaiveMean,8,Group Size Disparity,False,MSE,low,0.8099170253755338
276,NaiveMean,8,Group Size Disparity,False,RMSE,all,1.0121391518544436
277,NaiveMean,8,Group Size Disparity,False,RMSE,high,1.1204542961773407
278,NaiveMean,8,Group Size Disparity,False,RMSE,low,0.8999539018058279
279,NaiveMean,8,Group Size Disparity,False,MAPE,all,1.1848190958824667
280,NaiveMean,8,Group Size Disparity,False,MAPE,high,1.3990359058448376
281,NaiveMean,8,Group Size Disparity,False,MAPE,low,0.9858887313754626
282,NaiveMean,8,Group Size Disparity,False,SMAPE,all,1.8448754426255305
283,NaiveMean,8,Group Size Disparity,False,SMAPE,high,2.0
284,NaiveMean,8,Group Size Disparity,False,SMAPE,low,1.7008205257965872
285,NaiveMean,9,Group Size Disparity,False,MAE,all,0.8269481621222566
286,NaiveMean,9,Group Size Disparity,False,MAE,high,0.850768494798825
287,NaiveMean,9,Group Size Disparity,False,MAE,low,0.8056969097911273
288,NaiveMean,9,Group Size Disparity,False,MSE,all,1.0295522902267678
289,NaiveMean,9,Group Size Disparity,False,MSE,high,1.1948014259692963
290,NaiveMean,9,Group Size Disparity,False,MSE,low,0.8821256724356564
291,NaiveMean,9,Group Size Disparity,False,RMSE,all,1.0146685617613111
292,NaiveMean,9,Group Size Disparity,False,RMSE,high,1.093069726032743
293,NaiveMean,9,Group Size Disparity,False,RMSE,low,0.939215455811741
294,NaiveMean,9,Group Size Disparity,False,MAPE,all,1.136096773383471
295,NaiveMean,9,Group Size Disparity,False,MAPE,high,1.0740633091216867
296,NaiveMean,9,Group Size Disparity,False,MAPE,low,1.1914397788696234
297,NaiveMean,9,Group Size Disparity,False,SMAPE,all,1.9235530076868186
298,NaiveMean,9,Group Size Disparity,False,SMAPE,high,1.8378642792933588
